JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457652.399,7.3,,,Vis.,PRCA,,,,217.02,B20X80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457652.4,6.9,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457652.55486,7.4,,,Vis.,CKB,,79,84,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457653.32222,7.2,,,Vis.,MMH,,68,73,15102CWS,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457653.33,7.2,,,Vis.,KSZ,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457653.35764,7.2,,,Vis.,AJV,,"""65,72""",80,aavso standard,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457653.365,7.1,,,Vis.,BLQ,,,,217.02,x16; R105,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457653.39583,7.15,,,Vis.,KKAA,B,73,75,11282BOE,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457653.4784,6.75,0.036,,V,SHS,,ensemble,000-BKS-288,13618UUD,,1,2.13,Z,,7.731,,Z UMa,AAVSO,STD,,,,
2457653.67153,7.4,,,Vis.,ONJ,,73,75,15112AOS,,,,Z,,,,Z UMA,,STD,,,,
2457654.28,7.2,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457654.29,7.1,,,Vis.,KSZ,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457654.29763,7.1,,,Vis.,DRTA,,63,73,X15630AN,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457654.345,7.3,,,Vis.,TOO,,,,217.02,B7X50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457654.589,7.5,,,Vis.,TRE,,73,79,X16048IP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457654.67639,7,,,Vis.,SJME,,63,73,13745AES,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457655.26,7.1,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457655.2813,7.3,,,Vis.,HKAB,,73,,NA,,,,Z,,,,Z UMA,SAAF,STD,,,,
2457655.304,7,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457655.337,7,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457655.4,7.2,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457656.2861,7.4,,,Vis.,LCR,,73,"""75,77""",x16258,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457656.2918,7.3,,,Vis.,DRTA,,73,75,X15630AN,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457656.49,7.6,,,Vis.,SBEA,,73,84,13109CHZ,,,,Z,,,,Z UMA,BAV,STD,,,,
2457656.592,7.1,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457656.61875,7.3,,,Vis.,CWP,,7.9,7.3,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457656.634,7.1,,,Vis.,VFK,,58,73,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457656.66667,7,,,Vis.,SHA,,6.3,7.3,12061MN,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457656.9,7.5,,,Vis.,MOW,,73,75,13300CZR,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457657.2764,7.3,,,Vis.,BHS,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457657.2958,7.49,,,Vis.,DXAA,,73,75,X16140JM,P7X50,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457657.337,7.2,,,Vis.,PRCA,,,,217.02,B20X80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457657.36042,7.4,,,Vis.,BXT,B,73,75,13155fmd,M203 f/5.9,,,Z,,,,Z UMA,NAS,STD,,,,
2457657.3986,7.1,,,Vis.,VFK,,58,73,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457657.40208,7.3,,,Vis.,WJAA,BL,73,,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457658.2889,7.3,,,Vis.,JDAA,,7.3,7.5,X16424ABO,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457658.3,8.2,,,Vis.,HCS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457658.3,7,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457658.3507,7.5,,,Vis.,GGU,,73,79,8287ACF,,,,Z,,,,Z UMA,KNVWS,STD,,,,
2457659.23,7.5,,,Vis.,HDH,,73,75,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457659.259,7.1,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457659.3,6.9,,,Vis.,EJO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457659.32,7.6,,,Vis.,SBEA,,73,84,13109CHZ,,,,Z,,,,Z UMA,BAV,STD,,,,
2457659.33954,7.6,,,Vis.,DRTA,,75,79,X15630AN,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457660.55903,7.4,,,Vis.,CKB,,73,75,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457660.63542,7.6,,,Vis.,KHL,,75,79,12652 BBP,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457660.64,7.6,,,Vis.,SBEA,,73,84,13109CHZ,,,,Z,,,,Z UMA,BAV,STD,,,,
2457661.301,7.6,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457661.33333,7.5,,,Vis.,AJV,,72,80,aavso standard,,,,Z,,,,Z UMa,AASABADELL,STD,,,,
2457661.355,7.4,,,Vis.,BLQ,,,,217.02,"""x16,mean mag; R105""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457661.4014,7.5,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457661.46181,7.4,,,Vis.,KKAA,BL,73,75,11282BOE,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457661.4993,7.068,0.052,,V,SHS,U,ensemble,000-BKS-288,13618UUD,,1,2.623,Z,,7.693,,Z UMa,AAVSO,STD,,,,
2457661.555,7.1,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457661.67,7.9,,,Vis.,HXT,U,,,217.02,10x50B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457662.2708,7.5,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457662.2708,7.4,,,Vis.,HKAB,,73,75,NA,,,,Z,,,,Z UMA,SAAF,STD,,,,
2457662.3528,7.6,,,Vis.,HGUA,,"""78,73""",,16431QF,,,,Z,,,,Z UMA,SAAF,STD,,,,
2457662.555,7.1,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457663.24,7.6,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457663.2931,7.5,,,Vis.,LCR,,"""73,75""",77,x16258,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457663.309,7.6,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457663.5701,7.6,,,Vis.,VFK,,73,79,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457663.59583,7.4,,,Vis.,CWP,,7.3,7.9,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457663.611,7.9,,,Vis.,HXT,,,,217.02,10x50B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457663.681,7.7,,,Vis.,TOO,,,,217.02,B7X50,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457664.2951,7.6,,,Vis.,HKAB,,75,77,NA,,,,Z,,,,Z UMA,SAAF,STD,,,,
2457664.3,7.4,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457664.326,7.5,,,Vis.,PRCA,,,,217.02,B20X80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457664.3486,7.55,,,Vis.,LDS,,,,217.02,Canon 550D DSLR 100mm lens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457664.3542,7.7,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457664.388,7.7,,,Vis.,GVQ,,,,217.02,E; B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457664.40278,7.9,,,Vis.,UAN,,78,79,13006JDW,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457664.97361,7.5,,,Vis.,CKB,,73,75,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457665.2479,7.8,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457665.258,7.2,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457665.31,7.7,,,Vis.,SBEA,,73,84,13109CHZ,,,,Z,,,,Z UMA,BAV,STD,,,,
2457665.311,8.1,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457665.34167,7.6,,,Vis.,KKAA,B,75,79,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457665.3625,7.7,,,Vis.,SDAB,,73,79,X16235KB,,,,Z,,,,Z UMA,,STD,,,,
2457666.2646,7.8,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457666.2764,7.6,,,Vis.,GGU,,73,79,8287ACF,,,,Z,,,,Z UMA,KNVWS,STD,,,,
2457666.59722,7.6,,,Vis.,CWP,,7.3,7.9,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457667.2528,7.8,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457667.275,7.5,,,Vis.,LCR,,"""73,75""",77,x16258,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457667.2757,7.8,,,Vis.,BHS,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457667.306,8.3,,,Vis.,HXT,,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457667.30833,7.5,,,Vis.,WJAA,B,73,78,6043ECT,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457667.3125,7.75,,,Vis.,KKAA,,75,79,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457667.34,7.8,,,Vis.,SBEA,,73,84,13109CHZ,,,,Z,,,,Z UMA,BAV,STD,,,,
2457667.4493,7.78,,,Vis.,LDS,,,,217.02,Canon 550D DSLR 100mm lens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457667.4763,7.316,0.005,,V,SHS,,ensemble,000-BKS-288,13618UUD,,1,2.539,Z,,7.69,,Z UMa,AAVSO,STD,,,,
2457668.3,8,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457668.9,7.9,,,Vis.,MOW,,75,79,13300CZR,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457669.3104,7.7,,,Vis.,HGUA,,"""73,78""",,16431QF,,,,Z,,,,Z UMA,SAAF,STD,,,,
2457669.3167,7.93,,,Vis.,DXAA,,79,87,X16140JM,P7X50/CLEAR/MOON 7-DAYS,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457669.32847,7.9,,,Vis.,BXT,,79,84,13155fmd,M203 f/5.9,,,Z,,,,Z UMA,NAS,STD,,,,
2457669.54583,7.8,,,Vis.,CKB,,75,79,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457670.53472,8,,,Vis.,SHA,,7.3,8.4,12061MN,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457670.67,8.2,,,Vis.,HXT,,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457670.72292,7.8,,,Vis.,ONJ,,75,79,15112AOS,,,,Z,,,,Z UMA,,STD,,,,
2457671.3,7.7,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457671.4319,7.89,,,Vis.,LDS,,,,217.02,Canon 550D DSLR 100mm lens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457671.6181,8.14,,,Vis.,DXAA,,79,87,X16140JM,P7X50/CLEAR,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457671.97847,8,,,Vis.,CKB,,79,84,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457672.2431,8,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457672.31,8.1,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457672.419,8.4,,,Vis.,PRCA,U,,,217.02,B20X80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457674.65,8.1,,,Vis.,SBEA,,73,84,13109CHZ,,,,Z,,,,Z UMA,BAV,STD,,,,
2457675.2431,8.2,,,Vis.,HKAB,,82,,NA,,,,Z,,,,Z UMA,SAAF,STD,,,,
2457675.3,8.5,,,Vis.,HCS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457676.2333,8.3,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457676.64,8.2,,,Vis.,HDH,,79,84,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457677.3,8.2,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457677.422,8.2,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457677.97292,8.2,,,Vis.,CKB,,79,84,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457678.219,8,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457678.258,8.2,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457678.365,8.7,,,Vis.,PRCA,,,,217.02,G90,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457679.58125,8.4,,,Vis.,CWP,,7.9,8.4,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457679.9271,8.4,,,Vis.,KMA,K,84,"""89,94""",460129KMA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457681.34722,8.3,,,Vis.,UAN,,79,84,13006JDW,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457681.5,8.8,,,Vis.,MOW,,87,80,13300CZN,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457682.3,8.1,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457683.30556,<8.7,,,Vis.,MYAA,,8.7,8.4,15170BR,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457683.356,8.8,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457683.4,8.4,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457683.4417,8.74,,,Vis.,LDS,,,,217.02,Canon 550D DSLR 200mm lens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457683.95347,8.8,,,Vis.,CKB,,85,89,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457684.399,8.2,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457684.417,8.9,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457684.57292,8.7,,,Vis.,ONJ,,87,84,15103D,,,,Z,,,,Z UMA,,STD,,,,
2457684.64,8.9,,,Vis.,HDH,,87,89,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457685.212,9.1,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457685.2403,8.9,,,Vis.,VFK,,86,90,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457685.26,8.7,,,Vis.,HXT,,,,217.02,HV; 11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457686.701,8.7,,,Vis.,HXT,,,,217.02,11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457687.25694,9.1,,,Vis.,BXT,,90,95,13155fmd,M203 f/5.9,,,Z,,,,Z UMA,NAS,STD,,,,
2457687.2799,8.9,,,Vis.,HKAB,,89,,NA,,,,Z,,,,Z UMA,SAAF,STD,,,,
2457687.37917,9,,,Vis.,KKAA,BUL,90,87,11282BOQ,Light pollution,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457687.9035,9,,,Vis.,KMA,K,89,94,460129KMA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457688.309,9,,,Vis.,BLQ,,,,217.02,"""x28,H,mean mag; R105""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457688.328,8.8,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457688.7229,8.9,,,Vis.,LCR,,"""87,89""",90,x16258,,,,Z,,,,Z UMa,AASABADELL,STD,,,,
2457689.4354,9.1,,,Vis.,VFK,,90,95,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457689.67,9,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457689.8924,9,,,Vis.,KMA,K,89,94,460129KMA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457690.2083,8.9,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457690.2639,9.22,,,Vis.,DXAA,,89,95,X16140JM,R-60MM F/12.5/SLIGHT HAZE/DEW,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457690.37639,9.2,,,Vis.,KKAA,BUL,90,,11282BOQ,"""Light pollution, haze!""",,,Z,,,,Z UMA,AAVSO,STD,,,,
2457690.70833,9,,,Vis.,QCTA,,89,95,X16871CE,,,,Z,,,,Z UMA,,STD,,,,
2457690.88542,8.9,,,Vis.,CWP,B,8.9,8.7,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457691.191,9.3,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457691.2076,9,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457691.2257,9,,,Vis.,HKAB,,90,,NA,,,,Z,,,,Z UMA,SAAF,STD,,,,
2457691.3,8.6,,,Vis.,VED,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457692.3354,9.1,,,Vis.,VFK,,90,95,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457692.68,9.2,,,Vis.,KAF,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457692.9,9.4,,,Vis.,MOW,,90,95,13300CZN,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457692.95139,9.2,,,Vis.,CKB,,90,95,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457693.2,8.8,,,Vis.,SLY,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457693.2,9.1,,,Vis.,HDH,,89,95,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457693.24,8.5,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457693.59028,9.7,,,Vis.,KHL,,90,95,12652 BBQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457693.7042,9.3,,,Vis.,LCR,,"""89,90""",95,x16258,,,,Z,,,,Z UMa,AASABADELL,STD,,,,
2457694.2,9.3,,,Vis.,PEG,,NA,,NA,,,,Z,,,,Z UMA,AFOEV,STD,,,,
2457694.3083,9.1,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457694.3873,9.16,,,Vis.,LDS,,,,217.02,Canon 550D DSLR 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457694.408,9.3,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457694.715,8.9,,,Vis.,HXT,,,,217.02,V; 11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457695.2472,9.2,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457695.263,9.3,,,Vis.,BLQ,,,,217.02,"""x28,H,mean mag; R105""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457696.19,9.2,,,Vis.,PPS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457696.2,8.7,,,Vis.,HCS,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457696.616,9.1,,,Vis.,VFK,,90,95,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457696.67,9.4,,,Vis.,HDH,,90,95,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457697.4271,9.2,,,Vis.,SDAB,,90,95,X16235KA,,,,Z,,,,Z UMA,,STD,,,,
2457697.4277,9.31,,,Vis.,LDS,,,,217.02,Canon 550D DSLR 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457697.81806,9.3,,,Vis.,CWP,,9,9.5,10390QM,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457697.84028,9.1,,,Vis.,ONJ,,90,95,15103D,,,,Z,,,,Z UMA,,STD,,,,
2457698.266,9.9,,,Vis.,TOO,,,,217.02,SCT200,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457698.5,9.4,,,Vis.,GVQ,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457698.6715,9.3,,,Vis.,LCR,,"""89,90""",95,x16258,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457698.733,9.1,,,Vis.,HXT,,,,217.02,V; 11x80B,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457699.375,9.3,,,Vis.,BXT,,90,95,13155fmd,M203 f/5.9,,,Z,,,,Z UMA,NAS,STD,,,,
2457699.8368,9.4,,,Vis.,KMA,K,94,89,460129KMA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457700.1986,9.2,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457700.5263,9.759,0.206,,V,SHS,L,ensemble,000-BKS-288,13618UUD,,1,4.364,Z,,7.901,,Z UMa,AAVSO,STD,,,,
2457701.3819,9.3,,,Vis.,VFK,,90,95,3722WFU,108/440,,,Z,,,,Z UMA,BAV,STD,,,,
2457702.1972,9.2,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457702.5451,9.3,,,Vis.,DXAA,,89,95,X16140JM,R-60MM F/12.5/CLEAR/WIND/MOON 10-DAYS,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457702.57,9.5,,,Vis.,BFO,,0,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457702.6396,9.5,,,Vis.,LCR,,"""90,95""",99,x16258,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457702.9,9.6,,,Vis.,MOW,,95,99,13300CZN,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457703.74,9.5,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457705.5111,9.5,,,Vis.,VFK,,90,95,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457705.8743,9.5,,,Vis.,KMA,K,94,89,460129KMA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457706.185,9.2,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457706.3958,9.5,,,Vis.,VFK,,90,95,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457707.2438,9.4,,,Vis.,VFK,,90,95,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457707.69,9.5,,,Vis.,HDH,BVZ,90,,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457708.2069,9.1,,,Vis.,KBJB,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457708.7208,9.5,,,Vis.,LCR,,"""90,95""",99,x16258,,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457708.723,9.3,,,Vis.,TOO,,,,217.02,B15X70,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457708.96875,9.4,,,Vis.,CKB,,90,95,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457709.8556,9.5,,,Vis.,KMA,K,94,89,460129KMA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457710.262,9.7,,,Vis.,SJDA,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457710.44583,9.3,,,Vis.,BXT,B,87,95,13155fmd,M203 f/5.9,,,Z,,,,Z UMA,NAS,STD,,,,
2457711.218,9.4,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457711.244,9.4,,,Vis.,BLQ,,,,217.02,"""x28,H,mean mag; R105""",,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457711.263,9.1,,,Vis.,SRBR,,NA,,NA,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457711.691,9.43,,,Vis.,DXAA,B,89,95,X16140JM,R-60MM F/12.5/SLIGHT HAZE/DEW/MOON 19-DAYS,,,Z,,,,Z UMA,AASABADELL,STD,,,,
2457712.182,9.4,,,Vis.,KIS,,NA,,S/B/1941,,,,Z,,,,Z UMA,BAV,STD,,,,
2457712.3965,9.32,,,Vis.,LDS,,,,217.02,Canon 550D DSLR 200mmlens,,,Z,,,,Z UMA,,STD,,,,BAAVSS
2457712.4063,9.5,,,Vis.,VFK,,90,95,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457712.55556,9.5,,,Vis.,KKAA,U,90,95,11282BOQ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457712.97569,9.3,,,Vis.,CKB,,90,95,4919BDZ,,,,Z,,,,Z UMA,AAVSO,STD,,,,
2457714.3,9.3,,,Vis.,PIJ,,90,,12103BD,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457714.68,9.6,,,Vis.,HDH,,90,95,999999,,,,Z,,,,Z UMA,MCSE,STD,,,,
2457715.4465,9.8,,,Vis.,VFK,,95,99,3722WFU,LEIPZIG 150/750,,,Z,,,,Z UMA,BAV,STD,,,,
2457715.458,9,,,Vis.,GVQ,,,,217.02,B20x80,,,Z,,,,Z UMA,,STD,,,,BAAVSS
